,Movie,LeadStudio,Genre,RottenTomatoes,AudienceScore,WorldGross,Budget,Year,Ganancia,Exitosa
604,Spy Kids: All The Time in the World,Weinstein,Action,22.0,40.0,85.56,27.0,2011,58.56,False
605,Sucker Punch,Legendary Pictures,Action,23.0,48.0,89.79,82.0,2011,7.790000000000006,False
606,Super 8,Paramount,Horror,82.0,78.0,260.1,50.0,2011,210.10000000000002,True
607,Take Me Home Tonight,Relativity Media,Comedy,28.0,46.0,6.93,25.0,2011,-18.07,False
608,Take Shelter,Independent,Drama,92.0,85.0,3.13,5.0,2011,-1.87,True
609,The Adjustment Bureau,Independent,Thriller,72.0,67.0,127.87,50.2,2011,77.67,True
610,The Adventures of Tintin,Paramount,Adventure,74.0,78.0,373.993,130.0,2011,243.993,True
611,The Artist,Weinstein,Drama,97.0,91.0,133.432,16.0,2011,117.43199999999999,True
612,The Beaver,Summit,Drama,62.0,57.0,6.37,21.0,2011,-14.629999999999999,True
613,The Big Year,Independent,Comedy,38.0,62.0,7.45,41.0,2011,-33.55,False
614,The Change Up,Relativity Media,Comedy,24.0,53.0,75.45,52.0,2011,23.450000000000003,False
615,The Company Men,Weinstein,Drama,66.0,55.0,4.88,15.0,2011,-10.120000000000001,True
616,The Conspirator,Independent,Drama,56.0,65.0,15.48,25.0,2011,-9.52,False
617,The Debt,Universal,Thriller,76.0,70.0,45.64,20.0,2011,25.64,True
618,The Descendants,Fox,Drama,89.0,88.0,177.24,20.0,2011,157.24,True
619,The Dilemma,Spyglass Entertainment,Comedy,23.0,31.0,69.72,70.0,2011,-0.28000000000000114,False
620,The Eagle,Universal,Action,39.0,43.0,27.12,25.0,2011,2.120000000000001,False
621,The Girl With The Dragon Tattoo,Sony,Thriller,87.0,89.0,232.161,90.0,2011,142.161,True
622,The Green Hornet,Columbia,Action,44.0,47.0,227.82,120.0,2011,107.82,False
623,The Hangover Part II,Legendary Pictures,Comedy,35.0,58.0,586.76,80.0,2011,506.76,False
624,The Help,DreamWorks,Drama,75.0,91.0,216.64,25.0,2011,191.64,True
625,The Ides of March,Columbia,Thriller,85.0,76.0,75.99,12.5,2011,63.489999999999995,True
626,The Iron Lady,Weinstein,Drama,53.0,54.0,114.955,13.0,2011,101.955,False
627,The Lincoln Lawyer,Lionsgate,Drama,84.0,82.0,75.01,40.0,2011,35.010000000000005,True
628,The Mechanic,Independent,Action,53.0,52.0,51.07,40.0,2011,11.07,False
629,The Muppets,Disney,Comedy,97.0,87.0,165.18,45.0,2011,120.18,True
630,The Rite,Warner Bros,Horror,20.0,43.0,96.05,37.0,2011,59.05,False
631,The Roommate,Independent,Horror,4.0,29.0,40.49,16.0,2011,24.490000000000002,False
632,The Rum Diary,Independent,Drama,50.0,48.0,23.95,45.0,2011,-21.05,False
633,The Sitter,Fox,Comedy,22.0,43.0,34.941,25.0,2011,9.941000000000003,False
634,The Smurfs,Sony,Animation,23.0,50.0,563.75,110.0,2011,453.75,False
635,The Thing,Universal,Horror,36.0,52.0,27.43,38.0,2011,-10.57,False
636,The Three Musketeers,Independent,Action,24.0,48.0,132.27,75.0,2011,57.27000000000001,False
637,The Tree Of Life,Independent,Drama,84.0,61.0,54.3,32.0,2011,22.299999999999997,True
638,Thor,Disney,Action,77.0,80.0,449.32,150.0,2011,299.32,True
639,Tinker Tailor Soldier Spy,Focus,Thriller,83.0,68.0,80.63,21.0,2011,59.629999999999995,True
640,Tower Heist,Relativity Media,Comedy,68.0,61.0,152.92,75.0,2011,77.91999999999999,True
641,Transformers: Dark of the Moon,DreamWorks,Action,35.0,67.0,1123.79,195.0,2011,928.79,False
642,Twilight: Breaking Dawn,Independent,Romance,26.0,68.0,712.17,110.0,2011,602.17,False
643,Unknown,Independent,Thriller,55.0,57.0,130.79,30.0,2011,100.78999999999999,False
644,War Horse,Disney,Drama,77.0,73.0,177.584,66.0,2011,111.584,True
645,Warrior,Lionsgate,Action,83.0,93.0,23.06,25.0,2011,-1.9400000000000013,True
646,Water For Elephants,Fox,Drama,60.0,72.0,117.09,38.0,2011,79.09,True
647,We Bought a Zoo,Fox,Comedy,63.0,79.0,120.081,50.0,2011,70.081,True
648,What's Your Number,Fox,Comedy,24.0,50.0,30.43,20.0,2011,10.43,False
649,Winnie The Pooh,Disney,Animation,91.0,79.0,33.15,30.0,2011,3.1499999999999986,True
650,X-Men: First Class,Disney,Action,87.0,88.0,353.62,160.0,2011,193.62,True
651,Your Highness,Universal,Comedy,26.0,36.0,24.86,49.9,2011,-25.04,False
652,Zookeeper,Happy Madison,Comedy,14.0,42.0,169.85,80.0,2011,89.85,False
653,21 Jump Street,Sony,Desconocido,85.0,82.0,201.59,42.0,2012,159.59,True
656,Abraham Lincoln: Vampire Hunter,Fox,Desconocido,35.0,51.0,116.47,69.0,2012,47.47,False
659,American Reunion,Universal,Desconocido,44.0,63.0,234.99,50.0,2012,184.99,False
661,Anna Karenina,Focus,Desconocido,63.0,51.0,68.93,31.0,2012,37.93000000000001,True
662,Arbitrage,Roadside Attractions,Desconocido,87.0,63.0,35.49,12.0,2012,23.490000000000002,True
663,Argo,Warner Bros,Desconocido,96.0,90.0,232.33,45.0,2012,187.33,True
666,Battleship,Universal,Desconocido,34.0,55.0,303.03,209.0,2012,94.02999999999997,False
667,Beasts of the Southern Wild,Fox Searchlight,Desconocido,86.0,76.0,12.8,2.0,2012,10.8,True
668,Big Miracle,Universal,Desconocido,74.0,64.0,24.72,40.0,2012,-15.280000000000001,True
669,Brave,Buena Vista,Desconocido,78.0,76.0,538.98,185.0,2012,353.98,True
674,Chernobyl Diaries,Warner Bros,Desconocido,19.0,29.0,37.16,1.0,2012,36.16,False
675,Chronicle (2012),Fox,Desconocido,85.0,71.0,126.64,12.0,2012,114.64,True
676,Cloud Atlas,Warner Bros,Desconocido,66.0,67.0,130.48,102.0,2012,28.47999999999999,True
677,Contraband,Universal,Desconocido,51.0,58.0,96.26,25.0,2012,71.26,False
680,Dark Shadows,Warner Bros,Desconocido,38.0,46.0,245.53,150.0,2012,95.53,False
681,Diary of a Wimpy Kid: Dog Days,Fox,Desconocido,51.0,64.0,77.11,22.0,2012,55.11,False
682,Django Unchained,Weinstein,Desconocido,88.0,92.0,425.37,100.0,2012,325.37,True
683,Dr. Seuss' The Lorax,Universal,Desconocido,54.0,64.0,348.84,70.0,2012,278.84,False
684,Dredd,Lionsgate,Desconocido,78.0,72.0,35.63,50.0,2012,-14.369999999999997,True
686,End of Watch,Open Road,Desconocido,85.0,86.0,48.13,7.0,2012,41.13,True
689,Flight,Paramount,Desconocido,78.0,75.0,161.77,31.0,2012,130.77,True
692,Frankenweenie,Buena Vista,Animation,87.0,70.0,81.49,39.0,2012,42.489999999999995,True
694,Ghost Rider: Spirit of Vengeance,Sony,Desconocido,17.0,32.0,132.56,57.0,2012,75.56,False
697,Haywire,Relativity Media,Action,80.0,40.0,33.37,23.0,2012,10.369999999999997,True
699,Hope Springs,Sony,Desconocido,74.0,56.0,114.28,30.0,2012,84.28,True
700,Hotel Transylvania,Sony,Desconocido,45.0,72.0,358.38,85.0,2012,273.38,False
701,House at the End of The Street,Relativity Media,Desconocido,10.0,42.0,39.46,10.0,2012,29.46,False
705,Ice Age: Continental Drift,Fox,Desconocido,37.0,63.0,877.24,95.0,2012,782.24,False
707,Jack Reacher,Paramount,Desconocido,61.0,67.0,218.34,60.0,2012,158.34,True
710,John Carter,Buena Vista,Desconocido,51.0,60.0,284.14,250.0,2012,34.139999999999986,False
711,Journey 2: The Mysterious Island,Warner Bros,Desconocido,52.0,60.0,335.26,79.0,2012,256.26,False
712,Katy Perry: Part of Me,Paramount,Desconocido,78.0,73.0,32.73,12.0,2012,20.729999999999997,True
715,Killing Them Softly,Weinstein,Desconocido,75.0,44.0,37.93,15.0,2012,22.93,True
717,Lawless,Weinstein,Desconocido,67.0,75.0,53.68,26.0,2012,27.68,True
718,Les Miserables (2012),Universal,Desconocido,70.0,79.0,441.81,61.0,2012,380.81,True
719,Life of Pi,Fox,Desconocido,87.0,85.0,609.02,120.0,2012,489.02,True
720,Lincoln,Buena Vista,Desconocido,90.0,81.0,275.29,65.0,2012,210.29000000000002,True
721,Looper,TriStar,Desconocido,93.0,82.0,176.51,30.0,2012,146.51,True
722,Madagascar 3: Europe's Most Wanted,DreamWorks,Animation,79.0,73.0,746.92,145.0,2012,601.92,True
723,Magic Mike,Warner Bros,Desconocido,80.0,61.0,167.22,7.0,2012,160.22,True
724,Man on a Ledge,Summit,Action,32.0,52.0,46.22,42.0,2012,4.219999999999999,False
726,Marvel's The Avengers,Buena Vista,Desconocido,92.0,91.0,1518.59,220.0,2012,1298.59,True
727,MIB 3,Sony,Desconocido,70.0,71.0,624.03,225.0,2012,399.03,True
728,Mirror Mirror,Relativity Media,Desconocido,49.0,45.0,166.17,85.0,2012,81.16999999999999,False
730,Moonrise Kingdom,Focus,Desconocido,94.0,86.0,22.75,16.0,2012,6.75,True
733,Paranormal Activity 4,Paramount,Horror,24.0,36.0,142.84,5.0,2012,137.84,False
734,ParaNorman,Focus,Desconocido,87.0,72.0,107.14,60.0,2012,47.14,True
735,Parental Guidance,Fox,Desconocido,18.0,61.0,119.77,25.0,2012,94.77,False
736,Pitch Perfect,Universal,Desconocido,81.0,83.0,113.04,17.0,2012,96.04,True
737,Premium Rush,Sony,Desconocido,76.0,60.0,31.08,35.0,2012,-3.9200000000000017,True
738,Prometheus,Fox,Desconocido,74.0,69.0,403.35,130.0,2012,273.35,True
741,Red Dawn (2012),FilmDistrict,Action,12.0,52.0,44.81,65.0,2012,-20.189999999999998,False
742,Red Tails,Fox,Desconocido,40.0,58.0,50.37,58.0,2012,-7.630000000000003,False
743,Resident Evil: Retribution,Screen Gems,Action,31.0,51.0,240.16,65.0,2012,175.16,False
744,Rise of the Guardians,DreamWorks,Desconocido,74.0,81.0,306.94,145.0,2012,161.94,True
746,Rock of Ages,Warner Bros,Musical,41.0,55.0,59.42,75.0,2012,-15.579999999999998,False
749,Safe (2012),Lionsgate,Desconocido,57.0,60.0,40.35,30.0,2012,10.350000000000001,False
750,Safe House,Universal,Desconocido,53.0,64.0,208.08,85.0,2012,123.08000000000001,False
752,Salmon Fishing in the Yemen,CBS,Desconocido,67.0,64.0,34.56,15.0,2012,19.560000000000002,True
754,Savages (2012),Universal,Desconocido,51.0,55.0,82.97,45.0,2012,37.97,False
757,Seven Psychopaths,CBS,Desconocido,83.0,71.0,19.42,15.0,2012,4.420000000000002,True
758,Silver Linings Playbook,Weinstein,Desconocido,92.0,86.0,236.41,21.0,2012,215.41,True
760,Sinister,Summit,Horror,63.0,61.0,77.71,3.0,2012,74.71,True
761,Skyfall,Sony,Desconocido,92.0,86.0,1108.56,200.0,2012,908.56,True
763,Snow White and the Huntsman,Universal,Desconocido,48.0,52.0,396.59,170.0,2012,226.58999999999997,False
764,Sparkle (2012),TriStar,Desconocido,57.0,65.0,24.64,14.0,2012,10.64,False
765,Step Up Revolution,Summit,Romance,42.0,69.0,140.47,33.0,2012,107.47,False
766,Taken 2,Fox,Desconocido,21.0,54.0,376.14,45.0,2012,331.14,False
768,Ted,Universal,Desconocido,68.0,74.0,549.37,50.0,2012,499.37,True
769,That's My Boy,Sony,Desconocido,20.0,53.0,57.72,70.0,2012,-12.280000000000001,False
770,The Amazing Spider-Man,Sony,Desconocido,73.0,77.0,752.22,230.0,2012,522.22,True
772,The Best Exotic Marigold Hotel,Fox Searchlight,Desconocido,78.0,79.0,136.84,10.0,2012,126.84,True
773,The Bourne Legacy,Universal,Desconocido,56.0,58.0,276.14,125.0,2012,151.14,False
774,The Cabin in the Woods,Lionsgate,Horror,92.0,73.0,66.49,30.0,2012,36.489999999999995,True
778,The Dark Knight Rises,Warner Bros,Desconocido,88.0,90.0,1084.44,250.0,2012,834.44,True
779,The Devil Inside,Paramount,Desconocido,6.0,22.0,101.76,1.0,2012,100.76,False
780,The Dictator,Paramount,Desconocido,57.0,45.0,179.38,65.0,2012,114.38,False
781,The Expendables 2,Lionsgate,Desconocido,65.0,68.0,305.43,100.0,2012,205.43,True
782,The Five-Year Engagement,Universal,Desconocido,63.0,52.0,53.91,30.0,2012,23.909999999999997,True
783,The Grey,Open Road,Desconocido,79.0,61.0,77.28,25.0,2012,52.28,True
784,The Guilt Trip,Paramount,Desconocido,38.0,40.0,41.86,40.0,2012,1.8599999999999994,False
785,The Hobbit: An Unexpected Journey,Warner Bros,Desconocido,65.0,83.0,1017.0,200.0,2012,817.0,True
786,The Hunger Games,Lionsgate,Desconocido,84.0,81.0,691.25,78.0,2012,613.25,True
787,The Impossible,Summit,Desconocido,81.0,85.0,180.27,30.0,2012,150.27,True
788,The Lucky One,Warner Bros,Desconocido,20.0,68.0,99.36,25.0,2012,74.36,False
789,The Master,Weinstein,Desconocido,85.0,59.0,28.26,32.0,2012,-3.7399999999999984,True
790,The Perks of Being a Wallflower,Summit,Desconocido,85.0,89.0,33.38,13.0,2012,20.380000000000003,True
791,The Pirates! Band of Misfits,Sony,Desconocido,86.0,60.0,123.05,55.0,2012,68.05,True
792,The Possession,Lionsgate,Desconocido,40.0,49.0,85.45,14.0,2012,71.45,False
796,The Three Stooges,Fox,Desconocido,52.0,49.0,54.82,30.0,2012,24.82,False
797,The Twilight Saga: Breaking Dawn Part 2,Summit,Desconocido,48.0,71.0,829.69,120.0,2012,709.69,False
798,The Vow,Screen Gems,Desconocido,29.0,63.0,196.11,30.0,2012,166.11,False
799,The Watch,Fox,Desconocido,17.0,40.0,68.27,68.0,2012,0.269999999999996,False
800,The Woman in Black,CBS,Desconocido,66.0,55.0,127.73,17.0,2012,110.73,True
801,This Is 40,Universal,Desconocido,51.0,51.0,88.06,35.0,2012,53.06,False
802,Total Recall (2012),Sony,Desconocido,30.0,47.0,198.47,125.0,2012,73.47,False
803,Underworld Awakening,Screen Gems,Desconocido,26.0,62.0,160.11,70.0,2012,90.11000000000001,False
804,What to Expect When You're Expecting,Lionsgate,Desconocido,22.0,48.0,84.38,40.0,2012,44.379999999999995,False
806,Wrath of the Titans,Warner Bros,Desconocido,25.0,49.0,305.27,150.0,2012,155.26999999999998,False
807,Wreck-It Ralph,Buena Vista,Desconocido,86.0,87.0,471.22,165.0,2012,306.22,True
809,Zero Dark Thirty,Sony,Desconocido,93.0,80.0,132.82,40.0,2012,92.82,True
811,The Fifth Estate,Buena Vista,Desconocido,37.0,40.0,8.56,28.0,2013,-19.439999999999998,False
812,Parker,FilmDistrict,Desconocido,41.0,49.0,46.22,35.0,2013,11.219999999999999,False
813,The To-Do List,CBS,Desconocido,52.0,48.0,3.57,1.5,2013,2.07,False
814,Grown Ups 2,Sony,Desconocido,7.0,55.0,246.98,80.0,2013,166.98,False
815,After Earth,Sony,Desconocido,11.0,38.0,243.84,130.0,2013,113.84,False
816,Captain Phillips,Sony,Desconocido,93.0,92.0,216.49,55.0,2013,161.49,True
817,Escape Plan,Summit,Desconocido,49.0,59.0,133.38,50.0,2013,83.38,False
818,Prisoners,Warner Bros,Desconocido,82.0,88.0,122.13,46.0,2013,76.13,True
819,Stoker,Fox Searchlight,Desconocido,68.0,61.0,12.08,12.0,2013,0.08000000000000007,True
820,Walking with Dinosaurs,Fox,Desconocido,25.0,41.0,113.19,80.0,2013,33.19,False
821,Love is All You Need,Sony,Desconocido,74.0,60.0,10.02,5.5,2013,4.52,True
822,The Kings of Summer,CBS,Desconocido,76.0,77.0,1.32,2.0,2013,-0.6799999999999999,True
823,Iron Man 3,Buena Vista,Action,78.0,80.0,1215.44,200.0,2013,1015.44,True
824,Despicable Me 2,Universal,Desconocido,74.0,85.0,964.76,76.0,2013,888.76,True
825,THG: Catching Fire,Lionsgate,Action,90.0,92.0,855.9,130.0,2013,725.9,True
826,The Desolation of Smaug,Warner Bros,Desconocido,75.0,85.0,847.33,225.0,2013,622.33,True
827,Frozen,Buena Vista,Desconocido,89.0,89.0,810.4,150.0,2013,660.4,True
828,Fast & Furious 6,Universal,Action,69.0,84.0,788.68,160.0,2013,628.68,True
829,Monsters University,Buena Vista,Desconocido,78.0,83.0,743.56,200.0,2013,543.56,True
830,Gravity,Warner Bros,Desconocido,97.0,85.0,688.51,100.0,2013,588.51,True
831,Man of Steel,Warner Bros,Action,55.0,76.0,668.05,225.0,2013,443.04999999999995,False
832,Thor: The Dark World,Buena Vista,Desconocido,65.0,83.0,632.91,170.0,2013,462.90999999999997,True
833,The Croods,Fox,Desconocido,70.0,79.0,587.2,135.0,2013,452.20000000000005,True
834,World War Z,Paramount,Desconocido,67.0,73.0,540.01,190.0,2013,350.01,True
835,Oz The Great & Powerful,Buena Vista,Desconocido,59.0,57.0,493.31,215.0,2013,278.31,False
836,Star Trek Into Darkness,Paramount,Desconocido,87.0,90.0,467.37,190.0,2013,277.37,True
837,The Wolverine,Fox,Desconocido,69.0,70.0,414.83,120.0,2013,294.83,True
838,Pacific Rim,Warner Bros,Desconocido,71.0,78.0,411.0,190.0,2013,221.0,True
839,G.I. Joe: Retaliation,Paramount,Desconocido,28.0,49.0,375.74,130.0,2013,245.74,False
840,The Hangover Part III,Warner Bros,Desconocido,19.0,45.0,362.0,103.0,2013,259.0,False
841,Now You See Me,Summit,Thriller,50.0,71.0,351.72,75.0,2013,276.72,False
842,The Great Gatsby,Warner Bros,Desconocido,49.0,68.0,351.04,105.0,2013,246.04000000000002,False
843,The Smurfs 2,Sony,Desconocido,14.0,58.0,347.55,105.0,2013,242.55,False
844,The Conjuring,Warner Bros,Horror,86.0,83.0,318.0,20.0,2013,298.0,True
845,A Good Day to Die Hard,Fox,Desconocido,14.0,42.0,304.65,92.0,2013,212.64999999999998,False
846,Oblivion,Universal,Desconocido,53.0,61.0,286.17,120.0,2013,166.17000000000002,False
847,Elysium,TriStar,Desconocido,68.0,60.0,286.14,115.0,2013,171.14,True
848,Turbo,Fox,Desconocido,67.0,67.0,282.57,135.0,2013,147.57,True
849,We're the Millers,Warner Bros,Desconocido,47.0,73.0,269.99,37.0,2013,232.99,False
850,Epic,Fox,Desconocido,64.0,66.0,268.43,100.0,2013,168.43,True
851,The Lone Ranger,Buena Vista,Desconocido,31.0,55.0,260.5,215.0,2013,45.5,False
852,Cloudy with a Chance of Meatballs 2,Sony,Desconocido,70.0,66.0,257.77,78.0,2013,179.76999999999998,True
853,The Heat,Fox,Desconocido,66.0,73.0,229.93,43.0,2013,186.93,True
854,Hansel & Gretel,Paramount,Desconocido,15.0,54.0,225.7,50.0,2013,175.7,False
855,Planes,Buena Vista,Desconocido,26.0,51.0,219.79,50.0,2013,169.79,False
856,White House Down,Sony,Desconocido,50.0,63.0,205.37,150.0,2013,55.370000000000005,False
857,Percy Jackson: Sea of Monsters,Fox,Desconocido,40.0,58.0,199.85,90.0,2013,109.85,False
858,Jack the Giant Slayer,Warner Bros,Desconocido,52.0,56.0,197.69,195.0,2013,2.6899999999999977,False
859,The Wolf of Wall Street,Paramount,Desconocido,77.0,83.0,175.61,100.0,2013,75.61000000000001,True
860,Identity Thief,Universal,Desconocido,19.0,55.0,173.97,35.0,2013,138.97,False
861,The Secret Life of Walter Mitty,Fox,Desconocido,48.0,76.0,169.04,90.0,2013,79.03999999999999,False
862,Lee Daniels' The Butler,Weinstein,Desconocido,73.0,80.0,167.71,30.0,2013,137.71,True
863,Anchorman 2,Paramount,Desconocido,75.0,62.0,165.5,50.0,2013,115.5,True
864,American Hustle,Sony,Desconocido,93.0,79.0,162.4,40.0,2013,122.4,True
865,Insidious Chapter 2,FilmDistrict,Desconocido,37.0,60.0,161.5,5.0,2013,156.5,False
866,Olympus Has Fallen,FilmDistrict,Desconocido,48.0,68.0,161.03,70.0,2013,91.03,False
867,Bad Grandpa,Paramount,Desconocido,61.0,66.0,149.0,15.0,2013,134.0,True
868,Mama,Universal,Desconocido,66.0,57.0,146.43,15.0,2013,131.43,True
869,Red 2,Summit,Desconocido,42.0,64.0,142.08,84.0,2013,58.08000000000001,False
870,2 Guns,Universal,Desconocido,64.0,68.0,131.94,61.0,2013,70.94,True
871,12 years a slave,Fox Searchlight,Drama,96.0,92.0,128.18,20.0,2013,108.18,True
872,This is the End,Sony,Desconocido,83.0,73.0,126.04,32.0,2013,94.04,True
873,47 Ronin,Universal,Desconocido,12.0,56.0,121.76,175.0,2013,-53.239999999999995,False
874,Last Vegas,CBS,Desconocido,47.0,62.0,117.74,28.0,2013,89.74,False
875,Warm Bodies,Summit,Desconocido,80.0,74.0,116.98,35.0,2013,81.98,True
876,Ender's Game,Summit,Desconocido,61.0,72.0,112.23,110.0,2013,2.230000000000004,True
877,Gangster Squad,Warner Bros,Desconocido,32.0,59.0,105.2,60.0,2013,45.2,False
878,Riddick,Universal,Desconocido,58.0,56.0,98.34,38.0,2013,60.34,False
879,Evil Dead,TriStar,Desconocido,62.0,64.0,97.54,17.0,2013,80.54,True
880,42,Warner Bros,Desconocido,78.0,86.0,95.02,40.0,2013,55.019999999999996,True
881,Blue Jasmine,Sony,Desconocido,91.0,81.0,94.8,18.0,2013,76.8,True
882,Lone Survivor,Universal,Desconocido,74.0,61.0,93.91,40.0,2013,53.91,True
883,The Internship,Fox,Desconocido,34.0,54.0,93.49,58.0,2013,35.489999999999995,False
884,Saving Mr. Banks,Buena Vista,Desconocido,81.0,89.0,91.26,35.0,2013,56.260000000000005,True
885,Free Birds,Relativity Media,Animation,18.0,47.0,90.84,55.0,2013,35.84,False
886,The Mortal Instruments: City of Bones,Sony,Action,12.0,61.0,90.57,60.0,2013,30.569999999999993,False
887,Rush,Universal,Desconocido,89.0,92.0,90.25,38.0,2013,52.25,True
888,The Purge,Universal,Desconocido,37.0,37.0,89.33,3.0,2013,86.33,False
889,Pain and Gain,Paramount,Desconocido,49.0,48.0,86.18,26.0,2013,60.18000000000001,False
890,Philomena,Weinstein,Desconocido,92.0,91.0,84.87,12.0,2013,72.87,True
891,Carrie,Sony,Desconocido,49.0,48.0,84.03,30.0,2013,54.03,False
892,Scary Movie 5,Weinstein,Desconocido,4.0,41.0,78.38,20.0,2013,58.379999999999995,False
893,R.I.P.D.,Universal,Desconocido,13.0,39.0,78.32,130.0,2013,-51.68000000000001,False
894,The Best Man Holiday,Universal,Desconocido,67.0,90.0,71.63,17.0,2013,54.629999999999995,True
895,Safe Haven,Relativity Media,Desconocido,12.0,68.0,71.35,28.0,2013,43.349999999999994,False
896,The Counselor,Fox,Desconocido,34.0,25.0,70.24,25.0,2013,45.239999999999995,False
897,The Call,TriStar,Desconocido,43.0,66.0,68.57,13.0,2013,55.56999999999999,False
898,Side Effects,Open Road,Desconocido,84.0,71.0,63.37,30.0,2013,33.37,True
899,Runner Runner,Fox,Desconocido,9.0,34.0,62.68,30.0,2013,32.68,False
900,Beautiful Creatures,Warner Bros,Desconocido,37.0,34.0,60.05,60.0,2013,0.04999999999999716,False
901,A Haunted House,Open Road,Desconocido,10.0,54.0,59.94,2.5,2013,57.44,False
902,Kick-Ass 2,Universal,Desconocido,29.0,62.0,59.56,28.0,2013,31.560000000000002,False
903,Quartet,Weinstein,Desconocido,80.0,65.0,59.52,11.0,2013,48.52,True
904,The Last Stand,Lionsgate,Desconocido,60.0,55.0,48.33,45.0,2013,3.3299999999999983,True
905,The Host,Open Road,Desconocido,8.0,50.0,48.23,40.0,2013,8.229999999999997,False
906,The World's End,Focus,Desconocido,89.0,73.0,46.09,20.0,2013,26.090000000000003,True
907,21 and Over,Relativity Media,Desconocido,28.0,49.0,45.58,13.0,2013,32.58,False
908,Snitch,Summit,Desconocido,56.0,63.0,42.93,15.0,2013,27.93,False
909,Jobs,Open Road,Desconocido,27.0,85.0,35.93,12.0,2013,23.93,False
910,The Place Beyond the Pines,Focus,Desconocido,81.0,75.0,35.49,15.0,2013,20.490000000000002,True
911,August: Osage County,Weinstein,Desconocido,65.0,72.0,35.46,25.0,2013,10.46,True
912,Spring Breakers,A24,Desconocido,65.0,39.0,31.72,5.0,2013,26.72,True
913,Homefront,Open Road,Desconocido,40.0,66.0,31.36,22.0,2013,9.36,False
914,Delivery Man,Buena Vista,Desconocido,38.0,52.0,31.33,26.0,2013,5.329999999999998,False
915,Dallas Buyers Club,Focus,Drama,94.0,92.0,30.85,5.0,2013,25.85,True
916,Don Jon,Relativity Media,Desconocido,81.0,64.0,30.45,6.0,2013,24.45,True
917,Her,Warner Bros,Drama,94.0,85.0,30.37,23.0,2013,7.370000000000001,True
918,Movie 43,Relativity Media,Desconocido,4.0,25.0,29.93,6.0,2013,23.93,False
919,Grudge Match,Warner Bros,Desconocido,28.0,57.0,29.24,40.0,2013,-10.760000000000002,False
920,Mandela: Long Walk to Freedom,Weinstein,Desconocido,58.0,73.0,27.26,35.0,2013,-7.739999999999998,False
921,Dark Skies,Weinstein,Desconocido,39.0,50.0,26.42,3.5,2013,22.92,False
922,Enough Said,Fox Searchlight,Desconocido,96.0,78.0,24.42,8.0,2013,16.42,True
923,Trance,Fox Searchlight,Desconocido,68.0,64.0,24.26,20.0,2013,4.260000000000002,True
924,Inside Llewyn Davis,CBS,Desconocido,94.0,76.0,23.21,11.0,2013,12.21,True
925,"The Way, Way Back",Fox Searchlight,Desconocido,85.0,85.0,23.2,4.6,2013,18.6,True
926,Baggage Claim,Fox Searchlight,Desconocido,14.0,56.0,22.46,8.5,2013,13.96,False
927,The Big Wedding,Lionsgate,Desconocido,7.0,42.0,21.82,35.0,2013,-13.18,False
928,The Sapphires,Weinstein,Desconocido,91.0,76.0,20.42,9.0,2013,11.420000000000002,True
929,Broken City,Fox,Desconocido,28.0,42.0,19.7,35.0,2013,-15.3,False
930,The Bling Ring,A24,Desconocido,60.0,34.0,19.15,8.0,2013,11.149999999999999,True
932,Admission,Focus,Desconocido,38.0,34.0,18.01,13.0,2013,5.010000000000002,False
933,Fruitvale Station,Weinstein,Desconocido,94.0,92.0,17.03,1.0,2013,16.03,True
934,Battle of the Year,Sony,Desconocido,6.0,52.0,16.55,20.0,2013,-3.4499999999999993,False
935,The Last Exorcism Part II,CBS,Desconocido,16.0,27.0,15.18,5.0,2013,10.18,False
936,Machete Kills,Open Road,Desconocido,29.0,39.0,15.01,12.0,2013,3.01,False
937,Paranoia,Relativity Media,Desconocido,4.0,61.0,13.79,35.0,2013,-21.21,False
939,Nebraska,Paramount,Desconocido,92.0,86.0,11.72,12.0,2013,-0.27999999999999936,True
940,Out of the Furnace,Relativity Media,Desconocido,52.0,53.0,11.33,22.0,2013,-10.67,False
941,Before Midnight,Sony,Desconocido,98.0,82.0,11.18,3.0,2013,8.18,True
942,Getaway,Warner Bros,Desconocido,2.0,36.0,10.5,18.0,2013,-7.5,False
944,Black Nativity,Fox Searchlight,Desconocido,48.0,57.0,7.45,17.5,2013,-10.05,False
945,Blue Is the Warmest Color,IFC,Desconocido,90.0,87.0,7.37,5.5,2013,1.87,True
947,The Spectacular Now,A24,Desconocido,92.0,61.0,6.85,2.5,2013,4.35,True
948,All Is Lost,Roadside Attractions,Desconocido,93.0,66.0,6.26,8.5,2013,-2.24,True
949,Closed Circuit,Focus,Desconocido,42.0,33.0,5.75,19.0,2013,-13.25,False
950,The Company You Keep,Sony,Desconocido,55.0,45.0,5.13,2.0,2013,3.13,False
951,Oldboy,FilmDistrict,Desconocido,43.0,37.0,4.86,30.0,2013,-25.14,False
952,Frances Ha,IFC,Desconocido,93.0,78.0,4.07,7.0,2013,-2.9299999999999997,True
954,Stand Up Guys,Lionsgate,Desconocido,37.0,47.0,3.31,1.8,2013,1.51,False
955,In a World,Roadside Attractions,Desconocido,92.0,74.0,2.96,1.0,2013,1.96,True
956,The East,Fox Searchlight,Desconocido,74.0,66.0,2.4,6.5,2013,-4.1,True
958,Renoir,Samuel Goldwyn,Desconocido,68.0,57.0,2.29,6.0,2013,-3.71,True
